,0
521,0.9805919
522,0.9804568
523,0.9791156
524,0.9816668
525,0.9791381
526,0.97920495
527,0.9793352
528,0.9797244
529,0.98032796
530,0.9804255
531,0.9803989
532,0.980806
533,0.9791206
534,0.98035
535,0.97893786
536,0.98000246
537,0.98045576
538,0.98161125
539,0.9806873
540,0.9808406
541,0.97982293
542,0.9807859
543,0.980338
544,0.9796703
545,0.9801505
546,0.9810029
547,0.97872674
548,0.97970575
549,0.9777588
550,0.9801237
551,0.98091596
552,0.97985095
553,0.9815028
554,0.9787125
555,0.9793535
556,0.97928125
557,0.97888964
558,0.9810426
559,0.9800513
560,0.9795796
561,0.9802398
562,0.9785191
563,0.98054165
564,0.98032445
565,0.9797804
566,0.980073
567,0.9805975
568,0.981915
569,0.9799888
570,0.98035055
571,0.97972095
572,0.97870934
573,0.9800911
574,0.9789714
575,0.98012143
576,0.9813647
577,0.97984546
578,0.98022664
579,0.9802876
580,0.9827771
581,0.98008597
582,0.9789539
583,0.9800179
584,0.9813658
585,0.9799793
586,0.9793866
587,0.97946227
588,0.97996753
589,0.9804387
590,0.9793417
591,0.9810759
592,0.9797487
593,0.98009884
594,0.98016965
595,0.9816885
596,0.97812456
597,0.98014766
598,0.98242486
599,0.9812663
600,0.98058105
601,0.9796704
602,0.97999793
603,0.98088604
604,0.9803649
605,0.98066056
606,0.9793359
607,0.98110443
608,0.9805646
609,0.98023206
610,0.9805522
611,0.981098
612,0.97901905
613,0.9803234
614,0.97827476
615,0.9807336
616,0.9808093
617,0.9803007
618,0.97977495
619,0.98117787
620,0.9791388
621,0.9785438
622,0.9793325
623,0.9806888
624,0.98123825
625,0.98072153
626,0.98114395
627,0.97905976
628,0.97926867
629,0.98000425
630,0.9790399
631,0.9790785
632,0.97942555
633,0.979709
634,0.9814666
635,0.9782444
636,0.9799621
637,0.980526
638,0.9790374
639,0.9787751
640,0.98081213
641,0.98144585
642,0.9804117
643,0.9806415
644,0.9808874
645,0.980229
646,0.9800911
647,0.9813036
648,0.9788291
649,0.97905195
650,0.98081326
651,0.97841907
652,0.97979295
653,0.97914785
654,0.9801927
655,0.9799453
656,0.9802102
657,0.9793321
658,0.97805274
659,0.98128337
660,0.9787191
661,0.9809307
662,0.98058665
663,0.97973585
664,0.9810058
665,0.9821429
666,0.98065424
667,0.98028255
668,0.9797177
669,0.9801877
670,0.9804685
671,0.9795154
672,0.9790851
673,0.97998154
674,0.98020476
675,0.9789789
676,0.97837657
677,0.97981215
678,0.98080736
679,0.9794017
680,0.9799851
681,0.98116416
682,0.97983557
683,0.9799327
684,0.9791928
685,0.97987556
686,0.9794329
687,0.9793046
688,0.9802921
689,0.98024374
690,0.9828922
691,0.9799727
692,0.97966516
693,0.97963965
694,0.9806541
695,0.9793638
696,0.9817924
697,0.9799049
698,0.97871476
699,0.981194
700,0.98000574
701,0.9819082
702,0.97966546
703,0.98120975
704,0.97996646
705,0.981563
706,0.97980005
707,0.97912484
708,0.9796683
709,0.98139095
710,0.98056954
711,0.9806411
712,0.97973925
713,0.9787049
714,0.97893804
715,0.98173785
716,0.9801787
717,0.9811289
718,0.98103493
719,0.9793585
720,0.9799093
721,0.9805741
722,0.9792498
723,0.9782233
724,0.9807482
725,0.9800916
726,0.9800162
727,0.9816843
728,0.98179877
729,0.9804241
730,0.98014766
731,0.9793373
732,0.98048663
733,0.9806918
734,0.980922
735,0.9783604
736,0.9811679
737,0.9796881
738,0.98032624
739,0.980885
740,0.98087376
741,0.98080474
742,0.9796766
743,0.9787692
744,0.97859573
745,0.9804574
746,0.98186564
747,0.9805461
748,0.9794102
749,0.98072475
750,0.97996575
751,0.9795729
752,0.9789305
753,0.9810593
754,0.97852457
755,0.9793835
756,0.9805586
757,0.9790535
758,0.97941124
759,0.9804225
760,0.9813684
761,0.9814929
762,0.9797755
763,0.98012
764,0.9794123
765,0.9799417
766,0.9785727
767,0.98018557
768,0.97994703
769,0.9809062
770,0.97856426
771,0.9819289
772,0.9806762
773,0.9796994
774,0.980147
775,0.9794311
776,0.9807298
777,0.98045653
778,0.9787664
779,0.9823873
780,0.9802083
781,0.9795632
782,0.98072875
783,0.9779598
784,0.97949517
785,0.97834945
786,0.981498
787,0.9795547
788,0.979155
789,0.98051625
790,0.979692
791,0.9787819
792,0.98235947
793,0.9800199
794,0.98114234
795,0.98179084
796,0.98130316
797,0.98037374
798,0.98031807
799,0.9805731
800,0.97905827
801,0.9792653
802,0.97902673
803,0.979189
804,0.98152274
805,0.9805549
806,0.98006636
807,0.9821451
808,0.9801541
809,0.9798003
810,0.97981125
811,0.98000836
812,0.9787597
813,0.9799222
814,0.97998774
815,0.9792993
816,0.9791522
817,0.9790948
818,0.978428
819,0.97800654
820,0.98077095
821,0.9793987
822,0.9802268
823,0.98152196
824,0.9814247
825,0.98085564
826,0.9813197
827,0.98010063
828,0.9797725
829,0.980318
830,0.97985125
831,0.9793012
832,0.98022085
833,0.97994155
834,0.9802422
835,0.980018
836,0.9804588
837,0.9788001
838,0.97943074
839,0.98052883
840,0.98017585
841,0.97981143
842,0.9783176
843,0.9806555
844,0.97993493
845,0.9792279
846,0.9799173
847,0.98072046
848,0.980713
849,0.97891146
850,0.9789098
851,0.97942185
852,0.979729
853,0.9808202
854,0.97842395
855,0.9797949
856,0.98012865
857,0.97950107
858,0.9792021
859,0.9809535
860,0.97891736
861,0.97774327
862,0.9824206
863,0.98049754
864,0.9805149
865,0.9782285
866,0.9806142
867,0.9793741
868,0.9796458
869,0.97959304
870,0.98053473
871,0.97830695
872,0.9814918
873,0.9804917
874,0.9799164
875,0.9796761
876,0.9788926
877,0.97970265
878,0.9782323
879,0.9791156
880,0.980325
881,0.9820204
882,0.97817653
883,0.98061806
884,0.97797275
885,0.9788071
886,0.98160285
887,0.9795837
888,0.9808112
889,0.98137033
890,0.98002124
891,0.9821356
892,0.9804015
893,0.98020226
894,0.9791827
895,0.9803703
896,0.97979516
897,0.98130155
898,0.9799189
899,0.9817714
900,0.98186606
901,0.9805133
902,0.9805697
903,0.97971094
904,0.98072624
905,0.9802075
906,0.9812135
907,0.97853833
908,0.9803779
909,0.98151386
910,0.97992885
911,0.98139393
912,0.980569
913,0.9817097
914,0.9803199
915,0.97921735
916,0.9805472
917,0.98054564
918,0.97981554
919,0.9803747
920,0.98000586
921,0.9804938
922,0.97873724
923,0.9796974
924,0.9799049
925,0.9808309
926,0.9797455
927,0.9789565
928,0.98257476
929,0.9805249
930,0.9795892
931,0.97841805
932,0.97953147
933,0.9787324
934,0.9808139
935,0.9814838
936,0.981421
937,0.9794855
938,0.9795268
939,0.9810119
940,0.9800832
941,0.98156506
942,0.979612
943,0.980407
944,0.97891605
945,0.9796348
946,0.9803523
947,0.9789735
948,0.9797082
949,0.9800835
950,0.981639
951,0.9817111
952,0.978675
953,0.9795317
954,0.97917694
955,0.98143315
956,0.98029613
957,0.97973454
958,0.9805945
959,0.98062986
960,0.9795396
961,0.97986406
962,0.98048204
963,0.9804045
964,0.9807178
965,0.98089725
966,0.9797049
967,0.98004293
968,0.98072433
969,0.97753114
970,0.9772079
971,0.98124415
972,0.97970873
973,0.9800604
974,0.98067725
975,0.97961664
976,0.9794801
977,0.9805117
978,0.9796946
979,0.9796408
980,0.97919184
981,0.978997
982,0.98005635
983,0.9775628
984,0.9794596
985,0.98073965
986,0.9805381
987,0.9795289
988,0.9794223
989,0.9828026
990,0.97928905
991,0.9788362
992,0.98048097
993,0.98067766
994,0.97954726
995,0.98102117
996,0.9807873
997,0.98092943
998,0.97984576
999,0.97767407
1000,0.9819881
1001,0.9802335
1002,0.979255
1003,0.9788422
1004,0.9810321
1005,0.9812416
1006,0.9807974
1007,0.9796836
1008,0.9792887
1009,0.98158807
1010,0.9798482
1011,0.9778639
1012,0.979509
1013,0.97943574
1014,0.9800552
1015,0.9801359
1016,0.98179424
1017,0.98014635
1018,0.98009396
1019,0.9792683
1020,0.9795516
1021,0.97881126
1022,0.97981954
1023,0.9799579
1024,0.98041433
1025,0.97980124
1026,0.97848845
1027,0.9799904
1028,0.98104733
1029,0.97970545
1030,0.9791089
1031,0.9788528
1032,0.9786579
1033,0.98101294
1034,0.9808051
1035,0.98209846
1036,0.9820218
1037,0.9794229
1038,0.9809202
1039,0.97915506
1040,0.98268676
1041,0.9806015
1042,0.9793775
1043,0.9783757
1044,0.97981924
1045,0.97980493
1046,0.9828729
1047,0.9799525
1048,0.9795283
1049,0.98029953
1050,0.9802576
1051,0.97945225
1052,0.97992903
1053,0.98078066
1054,0.9800971
1055,0.9788641
1056,0.9798127
1057,0.9793957
1058,0.9795691
1059,0.9785735
1060,0.9797058
1061,0.9801179
1062,0.9805281
1063,0.98148024
1064,0.98038733
1065,0.97818786
1066,0.98036945
1067,0.9802653
1068,0.9793281
1069,0.9813989
1070,0.9806555
1071,0.97946984
1072,0.9796171
1073,0.97856665
1074,0.9821447
1075,0.9799346
1076,0.97957677
1077,0.9794197
1078,0.9796293
1079,0.9803544
1080,0.9811383
1081,0.9810417
1082,0.9797838
1083,0.9804878
1084,0.98022234
1085,0.9803805
1086,0.97967696
1087,0.98024315
1088,0.9779075
1089,0.97791874
1090,0.97983074
1091,0.9800878
1092,0.982213
1093,0.9793524
1094,0.9804595
1095,0.97957516
1096,0.9806441
1097,0.98003405
1098,0.9791547
1099,0.9796547
1100,0.9794966
1101,0.9796487
1102,0.9801022
1103,0.97904044
1104,0.981304
1105,0.98081064
1106,0.9808271
1107,0.97968197
1108,0.98047256
1109,0.9790893
1110,0.98290914
1111,0.9804407
1112,0.97997034
1113,0.9804916
1114,0.97926253
1115,0.97945297
1116,0.98000365
1117,0.98176396
1118,0.9798744
1119,0.98051023
1120,0.9807103
1121,0.9805061
1122,0.9790159
1123,0.97818035
1124,0.97890013
1125,0.9795645
1126,0.9796341
1127,0.98049915
1128,0.98016876
1129,0.9800837
1130,0.9797711
1131,0.9793297
1132,0.9789588
1133,0.98000795
1134,0.980905
1135,0.97948277
1136,0.9810226
1137,0.97832423
1138,0.980108
1139,0.98020226
1140,0.9808461
1141,0.97963303
1142,0.98122686
1143,0.9797431
1144,0.97915137
1145,0.980342
1146,0.9802681
1147,0.9809591
1148,0.97972655
1149,0.9813716
1150,0.9810591
1151,0.9801812
1152,0.97955227
1153,0.98106605
1154,0.9797722
1155,0.98016584
1156,0.9800393
1157,0.9787976
1158,0.97927713
1159,0.9805659
1160,0.9777897
1161,0.9811049
1162,0.9791752
1163,0.97908765
1164,0.97741354
1165,0.98063856
1166,0.9806243
1167,0.9796617
1168,0.9814595
1169,0.98049283
1170,0.97964644
1171,0.9800384
1172,0.98059034
1173,0.9791492
1174,0.97923595
1175,0.98010015
1176,0.98031956
1177,0.9803777
1178,0.98022866
1179,0.98122054
1180,0.980026
1181,0.9808933
1182,0.97913074
1183,0.981044
1184,0.9774791
1185,0.9811923
1186,0.9800724
1187,0.98252827
1188,0.97940385
1189,0.9810855
1190,0.98286897
1191,0.979951
1192,0.98047817
1193,0.9791531
1194,0.97944254
1195,0.97796416
1196,0.9809685
1197,0.9787953
1198,0.9793001
1199,0.9808093
1200,0.9793393
1201,0.97813815
1202,0.980637
1203,0.97987634
1204,0.9798092
1205,0.97891265
1206,0.9778002
1207,0.98142636
1208,0.98115015
1209,0.9787663
1210,0.9792454
1211,0.97912997
1212,0.9785261
1213,0.9807816
1214,0.9833855
1215,0.9796416
1216,0.9795197
1217,0.9781616
1218,0.9830354
1219,0.97990286
1220,0.98065114
1221,0.97931653
1222,0.9793986
1223,0.97987115
1224,0.9789095
1225,0.9815583
1226,0.9809686
1227,0.9790017
1228,0.97998816
1229,0.97999895
1230,0.9792878
1231,0.97736806
1232,0.9795316
1233,0.98031384
1234,0.9790021
1235,0.97940916
1236,0.97942567
1237,0.98170304
1238,0.97968876
1239,0.9802065
1240,0.97816736
1241,0.97905093
1242,0.98108953
1243,0.97973305
1244,0.9795218
1245,0.98045903
1246,0.9807447
1247,0.9799635
1248,0.97941947
1249,0.980017
1250,0.9810634
1251,0.9799905
1252,0.9789025
1253,0.981172
1254,0.9794778
1255,0.97936857
1256,0.9797874
1257,0.9795045
1258,0.97972167
1259,0.98014766
1260,0.9808249
1261,0.98088056
1262,0.98032373
1263,0.9801205
1264,0.9790406
1265,0.9797264
1266,0.97835827
1267,0.98114604
1268,0.9796651
1269,0.9827695
1270,0.97961855
1271,0.9816415
1272,0.9811404
1273,0.97966087
1274,0.9798779
1275,0.9795223
1276,0.980221
1277,0.98012185
1278,0.98086923
1279,0.9805747
1280,0.97731376
1281,0.9793065
1282,0.98162735
1283,0.98031735
1284,0.97943133
1285,0.9800735
1286,0.9807062
1287,0.9822725
1288,0.9802049
1289,0.97922516
1290,0.979047
1291,0.979364
1292,0.9777964
1293,0.97877043
1294,0.98134124
1295,0.98028105
1296,0.97953254
1297,0.97833973
1298,0.97864413
1299,0.9781723
1300,0.97997576
1301,0.98023456
1302,0.980339
1303,0.9801274
1304,0.97965217
1305,0.98049474
1306,0.97986305
1307,0.9804053
1308,0.981957
1309,0.97933316
1310,0.97645867
1311,0.97911596
1312,0.98032093
1313,0.9804219
1314,0.9802367
1315,0.9780177
1316,0.9808755
1317,0.98082185
1318,0.97957903
1319,0.9799999
1320,0.9803734
1321,0.9800552
1322,0.9809197
1323,0.98235106
1324,0.9811103
1325,0.98015046
1326,0.98074347
1327,0.98013616
1328,0.9779644
1329,0.9792105
1330,0.9785607
1331,0.9805243
1332,0.9790839
1333,0.9798087
1334,0.9819112
1335,0.9793396
1336,0.98271513
1337,0.98084736
1338,0.9805947
1339,0.9804245
1340,0.98124814
1341,0.98206854
1342,0.9802524
1343,0.98055285
1344,0.9805859
1345,0.98176324
1346,0.9794321
1347,0.97771865
1348,0.9803991
1349,0.982308
1350,0.9809651
1351,0.9810101
1352,0.9811843
1353,0.9789749
1354,0.9796066
1355,0.9796283
1356,0.97991365
1357,0.9795163
1358,0.9800146
1359,0.98011065
1360,0.97984916
1361,0.9808855
1362,0.9804498
1363,0.9817699
1364,0.978649
1365,0.97970355
1366,0.98017466
1367,0.98027474
1368,0.9792548
1369,0.98021847
1370,0.9800111
1371,0.98031175
1372,0.98042697
1373,0.9806012
1374,0.9800818
1375,0.98130625
1376,0.97973657
1377,0.98044384
1378,0.98025686
1379,0.98089284
1380,0.981289
1381,0.9801129
1382,0.97920895
1383,0.9777363
1384,0.98062253
1385,0.9800348
1386,0.97805744
1387,0.9799444
1388,0.97952527
1389,0.97994703
1390,0.9789677
1391,0.9814229
1392,0.9810667
1393,0.97978944
1394,0.9806946
1395,0.97978884
1396,0.9802479
1397,0.9796187
1398,0.9803106
1399,0.9811334
1400,0.9803211
1401,0.981641
1402,0.97953707
1403,0.98086953
1404,0.9809161
1405,0.9805469
1406,0.98076296
1407,0.97963727
1408,0.98070467
1409,0.97995424
1410,0.97995514
1411,0.9797541
1412,0.97874606
1413,0.9811049
1414,0.97891665
1415,0.9806643
1416,0.9818337
1417,0.97863114
1418,0.9802423
1419,0.9781146
1420,0.98071307
1421,0.97924846
1422,0.9789605
1423,0.9819631
1424,0.9797074
1425,0.9803593
1426,0.97994274
1427,0.9798102
1428,0.9796314
1429,0.97933924
1430,0.97829664
1431,0.9804567
1432,0.9792002
1433,0.9800509
1434,0.9792988
1435,0.9801065
1436,0.9800124
1437,0.9799723
1438,0.98021233
1439,0.98020416
1440,0.98054856
1441,0.9803548
1442,0.98036397
1443,0.97971946
1444,0.9800769
1445,0.97991514
1446,0.9802555
1447,0.97883314
1448,0.9802013
1449,0.9800478
1450,0.980408
1451,0.9783455
1452,0.98088485
1453,0.97931755
1454,0.9794174
1455,0.9802431
1456,0.98349273
1457,0.97981185
1458,0.98102605
1459,0.97931045
1460,0.97828335
1461,0.9791144
1462,0.978666
1463,0.9815164
1464,0.98075616
1465,0.9800264
1466,0.978381
1467,0.98019487
1468,0.9809961
1469,0.9793028
1470,0.97925574
1471,0.9791043
1472,0.9817534
1473,0.9829916
1474,0.98057765
1475,0.9801177
1476,0.979708
1477,0.97837806
1478,0.9815091
1479,0.9798139
1480,0.9793977
1481,0.9792902
1482,0.98051333
1483,0.98279667
1484,0.9793206
1485,0.9803927
1486,0.9810439
1487,0.9806506
1488,0.98046505
1489,0.9803668
1490,0.9791395
1491,0.9804692
1492,0.9776048
1493,0.9794458
1494,0.9792278
1495,0.9803059
1496,0.9795449
1497,0.97993976
1498,0.9793435
1499,0.9813524
1500,0.9802612
1501,0.9798754
1502,0.97885555
1503,0.9806627
1504,0.9787806
1505,0.97814924
1506,0.9786278
1507,0.9808458
1508,0.98025215
1509,0.9780218
1510,0.9794367
1511,0.98123634
1512,0.9794834
1513,0.98013
1514,0.9822489
1515,0.98006463
1516,0.97861797
1517,0.98282045
1518,0.9802831
1519,0.98203564
1520,0.97930676
1521,0.9792126
1522,0.9794486
1523,0.9797192
1524,0.97974074
1525,0.97858244
1526,0.98035866
1527,0.9787207
1528,0.9791927
1529,0.9795325
1530,0.9813359
1531,0.98053324
1532,0.9818482
1533,0.9805487
1534,0.98017716
1535,0.9789576
1536,0.9802093
1537,0.98031366
1538,0.97861725
1539,0.9773592
1540,0.9795443
1541,0.9817629
1542,0.97950214
1543,0.97930366
1544,0.9798418
1545,0.97859764
1546,0.9819952
1547,0.9797353
1548,0.98023593
1549,0.9786131
1550,0.97950464
1551,0.98034
1552,0.9809421
1553,0.98233587
1554,0.9798523
1555,0.9801518
1556,0.98044205
1557,0.9801263
1558,0.9793212
1559,0.9806863
1560,0.9794304
1561,0.9784188
1562,0.9773258
1563,0.98033535
1564,0.97991234
1565,0.97860324
1566,0.9794768
1567,0.9809369
1568,0.98015076
1569,0.9782634
1570,0.97906435
1571,0.97944623
1572,0.9804655
1573,0.9797338
1574,0.97781277
1575,0.9809278
1576,0.9808248
1577,0.9795789
1578,0.97843736
1579,0.98002326
1580,0.9780279
1581,0.9794967
1582,0.9804987
1583,0.98049474
1584,0.9798583
1585,0.9792654
1586,0.9810728
1587,0.9788176
1588,0.9814216
1589,0.9807257
1590,0.9802253
1591,0.9793882
1592,0.9792416
1593,0.9793496
1594,0.9789224
1595,0.97999877
1596,0.98005015
1597,0.9803396
1598,0.98133653
1599,0.9799277
1600,0.97945285
1601,0.98062444
1602,0.9808917
1603,0.97901595
1604,0.9798747
1605,0.97932786
1606,0.97829616
1607,0.97963744
1608,0.97895765
1609,0.9802761
1610,0.97960186
1611,0.97931194
1612,0.9794902
1613,0.9794515
1614,0.9794
1615,0.97859675
1616,0.98150665
1617,0.9809989
1618,0.98159516
1619,0.97830766
1620,0.9803846
1621,0.981068
1622,0.9797773
1623,0.9799401
1624,0.9798792
1625,0.9800727
1626,0.9798964
1627,0.98107827
1628,0.9785379
1629,0.9790335
1630,0.9779834
1631,0.9800433
1632,0.9793655
1633,0.9804646
1634,0.9807004
1635,0.9789838
1636,0.980516
1637,0.98162407
1638,0.9788725
1639,0.9802998
1640,0.97854245
1641,0.98033524
1642,0.97981167
1643,0.9804078
1644,0.9799399
1645,0.9800938
1646,0.9804294
1647,0.9808093
1648,0.9803549
1649,0.97876245
1650,0.9797142
1651,0.9810617
1652,0.97924185
1653,0.982734
1654,0.98127246
1655,0.98054075
1656,0.9804445
1657,0.98140556
1658,0.9805122
1659,0.9799974
1660,0.9790411
1661,0.9800884
1662,0.9800293
1663,0.97960925
1664,0.9802561
1665,0.98117924
1666,0.9801026
1667,0.98050064
1668,0.9802208
1669,0.9800686
1670,0.9815468
1671,0.9807051
1672,0.98309815
1673,0.9790142
1674,0.97911686
1675,0.97887194
